OBJECTID,Project Address,Development Site Square Feet,Permit Number,Master User Permit Number,Permit Stage,Type of Permit,New Units Permitted,Demolished Units Permitted,Net Units Permitted,Sleeping Rooms Permitted,Permit Value,Type of Dwelling Unit,Type of Dwelling Unit per Code,Description of Work,Application Date,Issued Date,Year Issued,Final Date,Year Finaled,VILLNUMB,Urban Village Name,Urban Village Type,Comp Plan Name,Comp Plan Type,Community Reporting Area Number,Community Reporting Area,Neighborhood,Council District,Census Block 2010,Census Block Group 2010,GEOID10,SOURCE,XCOORD_StatePlane,YCOORD_StatePlane,MAF_ID,DevSite_ID,RecordNumber,STATUS_COLOR,Longitude,Latitude,Expiration Date,Zoning All Zones,Zoning Primary Zone,Zoning Report Zone,Zoning Category,Zoning Class,Parent Construction Permit,GEOID20,Census Block 2020,Census Block Group 2020,Quarter Issued,Quarter and Year Issued,Quarter Final,Quarter and Year Final,Condo Parcel or Plat (Y/N),Most Recent Inspection Date,Most Recent Inspection Type,x,y
135,12553 20TH AVE NE,4987,6742457,,Permit Finaled,Construction Permit,1,0,1,0,41547,ADU,"Accessory Dwelling, Attached","Construct alterations to convert basement to attached accessory dwelling unit (AADU) in existing single family residence, per plan.",9/25/2019 12:00:00 AM,3/25/2020 12:00:00 AM,2020,9/21/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.2008,200.2,530330002002008,ACC,1277561.476,266447.335,28468,DV1110435,6742457-CN,#001a73,-122.30760517,47.72093232,9/25/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002012013,201.2013,201.2,1,2020_1,3,2021_3,N,9/21/2021 12:00:00 AM,Building Final,1277561.47596106,266447.335012719
141,127 29TH AVE,3517,6859899,3038628,Permit Finaled,Construction Permit,1,0,1,0,405499,ADU,"Accessory Dwelling, Attached","Construct 2-family dwelling (SFR with AADU), per plan (Establish use as single family residence (SFR) with attached (AADU) and detached accessory dwelling units (DADU) and construct 1- and 2-family dwellings, per plan. Reviews and processing for 2 records",3/16/2022 12:00:00 AM,8/18/2022 12:00:00 AM,2022,12/6/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,8800.3017,8800.3,530330088003017,ACC,1279795.1425,223211.4351,145726,DV0350978,6859899-CN,#001a73,-122.29519561,47.60254011,2/18/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330088003017,8800.3017,8800.3,3,2022_3,4,2023_4,N,12/6/2023 12:00:00 AM,Building Final,1279795.14242548,223211.434936136
143,13726 22ND AVE NE,7449,6821556,,Permit Finaled,Construction Permit,1,0,1,0,47849,ADU,"Accessory Dwelling, Attached","Construct alterations to convert attached garage to attached accessory dwelling unit (AADU) to existing single-family residence, per plan",6/23/2021 12:00:00 AM,12/13/2021 12:00:00 AM,2021,5/16/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.6013,200.6,530330002006013,ACC,1278066.86,269444.61,24460,DV1110647,6821556-CN,#001a73,-122.3057853,47.7291743,6/13/2023 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002023014,202.3014,202.3,4,2021_4,2,2023_2,Y,5/16/2023 12:00:00 AM,Building Final,1278066.86012089,269444.609858051
148,13751 37TH AVE NE,8146,6668018,,Permit Finaled,Construction Permit,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached","Establish an accessory dwelling unit (ADU) in basement of a single-family residence, per plan. (Construction done under 6601261-CN)",4/9/2019 12:00:00 AM,5/18/2019 12:00:00 AM,2019,5/30/2019 12:00:00 AM,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3,Cedar Park/Meadowbrook,North,5,100.1025,100.1,530330001001025,ACC,1282300.783,269581.668,25514,DV1141007,6668018-CN,#001a73,-122.28859507,47.72977075,11/18/2020 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330001021012,102.1012,102.1,2,2019_2,2,2019_2,N,5/30/2019 12:00:00 AM,Building Final,1282300.78308348,269581.667982891
150,13755 1ST AVE NW,6768,6779016,,Permit Finaled,Construction Permit,1,0,1,0,900000,ADU,"Accessory Dwelling, Attached","Establish use as and construct single family residence w/ attached accessory dwelling unit (AADU), per plan.",7/28/2020 12:00:00 AM,2/23/2021 12:00:00 AM,2021,5/24/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,401.2009,401.2,530330004012009,ACC,1265038.562,270092.636,22195,DV1130838,6779016-CN,#001a73,-122.3587654,47.73025487,8/23/2022 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004031011,403.1011,403.1,1,2021_1,2,2022_2,N,5/24/2022 12:00:00 AM,Building Final,1265038.56203055,270092.63612105
155,10352 WALLINGFORD AVE N,8120,6827603,,Permit Finaled,Construction Permit,1,0,1,0,248915,ADU,"Accessory Dwelling, Attached","Construct middle single-family residence, per plans. (Establish use as and construct three single-family residences, two with an attached accessory dwelling unit and one with two attached accessory dwelling units, per plans. Reviews and processing for 3 C",3/10/2021 12:00:00 AM,9/13/2022 12:00:00 AM,2022,10/16/2023 12:00:00 AM,2023,301,Northgate,Urban Center,Northgate,Urban Centers,9.2,Licton Springs,Northwest,5,1300.1010,1300.1,530330013001010,ACC,1270639.8943,260645.7689,756120,DV0346298,6827603-CN,#001a73,-122.33526006,47.70466352,3/13/2024 12:00:00 AM,"LR3 (M), RSL (M)",LR3 (M),MULTIPLE ZONE,LR3,L,6814825-CN,530330013001009,1300.1009,1300.1,3,2022_3,4,2023_4,Y,10/16/2023 12:00:00 AM,Building Final,1270639.89433181,260645.768859968
157,10354 WALLINGFORD AVE N,8120,6827604,,Permit Finaled,Construction Permit,1,0,1,0,248915,ADU,"Accessory Dwelling, Attached","Construct west single-family residence, per plans. (Establish use as and construct three single-family residences, two with an attached accessory dwelling unit and one with two attached accessory dwelling units, per plans. Reviews and processing for 3 CN'",3/10/2021 12:00:00 AM,9/13/2022 12:00:00 AM,2022,10/16/2023 12:00:00 AM,2023,301,Northgate,Urban Center,Northgate,Urban Centers,9.2,Licton Springs,Northwest,5,1300.1010,1300.1,530330013001010,ACC,1270579.6225,260645.7689,756121,DV0346298,6827604-CN,#001a73,-122.3355048,47.70466029,3/13/2024 12:00:00 AM,"LR3 (M), RSL (M)",LR3 (M),MULTIPLE ZONE,LR3,L,6814825-CN,530330013001009,1300.1009,1300.1,3,2022_3,4,2023_4,Y,10/16/2023 12:00:00 AM,Building Final,1270579.62247072,260645.768859968
159,10356 WALLINGFORD AVE N,6023,6894544,,Permit Finaled,Construction Permit,1,0,1,0,255925,ADU,"Accessory Dwelling, Attached","Construct south two-family dwelling, per plan.  (Establish use as (2) single family residences with (1) AADU and Construct (2) two-family dwellings, per plan / Review and process for two CN records under 6866342)",4/15/2022 12:00:00 AM,4/5/2023 12:00:00 AM,2023,10/23/2023 12:00:00 AM,2023,301,Northgate,Urban Center,Northgate,Urban Centers,9.2,Licton Springs,Northwest,5,1300.1010,1300.1,530330013001010,ACC,1270574.8649,260689.1157,762113,DV1168133,6894544-CN,#001a73,-122.33552756,47.70477885,10/5/2024 12:00:00 AM,RSL (M),RSL (M),RSL (M),RSL,SF,6866342-CN,530330013001009,1300.1009,1300.1,2,2023_2,4,2023_4,Y,10/23/2023 12:00:00 AM,Building Final,1270574.86493431,260689.115558043
162,10367 RAINIER AVE S,13398,6355419,,Permit Finaled,Construction Permit,1,0,1,0,12000,ADU,"Accessory Dwelling, Attached","Construct alterations, for new accessory dwelling unit in basement of existing single family residence, per plans.",2/5/2014 12:00:00 AM,4/28/2014 12:00:00 AM,2014,9/23/2014 12:00:00 AM,2014,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.1,Rainier Beach,Southeast,2,11900.1028,11900.1,530330119001028,ACC,1293122.83,189215.44,206604,DV0080674,6355419-CN,#001a73,-122.23866526,47.51003715,10/28/2015 12:00:00 AM,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330119022024,11902.2024,11902.2,2,2014_2,3,2014_3,N,9/23/2014 12:00:00 AM,Building Final,1293122.83000889,189215.439936131
166,1039 NE 100TH ST,5200,6791195,,Permit Finaled,Construction Permit,1,0,1,0,463317,ADU,"Accessory Dwelling, Attached","Establish use as and construction a single family residence with an attached accessory dwelling unit (AADU) and a detached accessory dwelling unit (DADU), per plan.",5/21/2021 12:00:00 AM,11/19/2021 12:00:00 AM,2021,11/9/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,2000.2003,2000.2,530330020002003,ACC,1275352.329,259237.7655,756415,DV0348479,6791195-CN,#001a73,-122.31601429,47.70105473,5/19/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020002006,2000.2006,2000.2,4,2021_4,4,2022_4,Y,11/9/2022 12:00:00 AM,Building Final,1275352.32913265,259237.765442386
171,1041 NE 100TH ST,4974,6791230,,Permit Finaled,Construction Permit,1,0,1,0,504790,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single-family residence with one attached and one detached accessory dwelling unit (AADU + DADU), per plan.",2/23/2021 12:00:00 AM,9/16/2021 12:00:00 AM,2021,8/24/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,2000.2003,2000.2,530330020002003,ACC,1275381.371,259242.279,43051,DV0348458,6791230-CN,#001a73,-122.31589672,47.70106864,3/16/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020002006,2000.2006,2000.2,3,2021_3,3,2022_3,Y,8/24/2022 12:00:00 AM,Building Final,1275381.37106931,259242.278884798
186,1047 NE 100TH ST,5151,6800067,,Permit Finaled,Construction Permit,1,0,1,0,524469,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single-family residence with an attached accessory dwelling unit and a detached accessory dwelling unit with attached garage, per plans.",3/5/2021 12:00:00 AM,7/8/2021 12:00:00 AM,2021,7/27/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,2000.2003,2000.2,530330020002003,ACC,1275424.399,259243.066,43059,DV0348460,6800067-CN,#001a73,-122.31572207,47.70107307,1/8/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020002006,2000.2006,2000.2,3,2021_3,3,2022_3,Y,7/27/2022 12:00:00 AM,Building Final,1275424.39887039,259243.065956712
189,1047 NE 89TH ST,6509,6816301,,Permit Finaled,Construction Permit,1,0,1,0,598414,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single family residence with an attached accessory dwelling unit (AADU) and a detached accessory dwelling unit (DADU), per plan.",1/13/2021 12:00:00 AM,8/4/2021 12:00:00 AM,2021,2/27/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,2000.3012,2000.3,530330020003012,ACC,1275367.8446,256274.4461,51438,DV1130759,6816301-CN,#001a73,-122.31571949,47.69293317,8/4/2024 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020003012,2000.3012,2000.3,3,2021_3,1,2023_1,Y,2/27/2023 12:00:00 AM,Building Final,1275367.84452157,256274.446237803
191,105 N 40TH ST,10787,6632797,,Permit Finaled,Construction Permit,1,0,1,0,715598,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single family residence with an attached accessory dwelling unit, per plan.",6/11/2018 12:00:00 AM,7/12/2019 12:00:00 AM,2019,3/24/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,6,4800.3038,4800.3,530330048003038,ACC,1264979.088,242783.344,89551,DV0046553,6632797-CN,#001a73,-122.35681036,47.6553984,7/12/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330048003019,4800.3019,4800.3,3,2019_3,1,2022_1,N,3/24/2022 12:00:00 AM,Building Final,1264979.08806814,242783.343954965
192,10502 VICTORY LN NE,6333,6074663,,Permit Finaled,Construction Permit,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached",Create ADU in existing structuresingle family residence and alter basement for ADU per plan.,10/26/2005 12:00:00 AM,10/26/2005 12:00:00 AM,2005,2/9/2006 12:00:00 AM,2006,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,1100.1016,1100.1,530330011001016,ACC,1278670.643,260578.68,37637,DV0066853,6074663-CN,#001a73,-122.3026446,47.70490461,4/26/2007 12:00:00 AM,SINGLE FAMILY 7200,SF 7200,SF 7200,SF 7200,SF,,530330011001016,1100.1016,1100.1,4,2005_4,1,2006_1,N,2/9/2006 12:00:00 AM,Building Final,1278670.64303406,260578.680083379
194,10508 32ND AVE SW,6975,6755547,,Permit Finaled,Construction Permit,1,0,1,0,27000,ADU,"Accessory Dwelling, Attached","Construct alterations to create attached accessory dwelling unit at basement level of existing single family residence, per plan.",11/15/2019 12:00:00 AM,12/26/2019 12:00:00 AM,2019,2/10/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.1,Arbor Heights,Southwest,1,12000.2001,12000.2,530330120002001,ACC,1259891.71,189391.45,207330,DV1214870,6755547-CN,#001a73,-122.37311426,47.50877646,6/26/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330120002000,12000.2000,12000.2,4,2019_4,1,2020_1,N,2/10/2020 12:00:00 AM,Building Final,1259891.71011956,189391.450082794
200,10543 41ST PL NE,8146,6864306,,Permit Finaled,Construction Permit,1,0,1,0,358086,ADU,"Accessory Dwelling, Attached","Construct West 2-family dwelling. [Establish use as single-family dwelling with attached accessory dwelling unit [AADU] and detached accessory dwelling unit [DADU] and Construct two-family dwelling, per plan. Review and processing for (2) construction rec",11/19/2021 12:00:00 AM,3/2/2022 12:00:00 AM,2022,10/6/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3,Cedar Park/Meadowbrook,North,5,800.2014,800.2,530330008002014,ACC,1283268.8386,260838.147,758689,DV1143745,6864306-CN,#001a73,-122.28399251,47.70585495,9/2/2023 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330008002012,800.2012,800.2,1,2022_1,4,2023_4,Y,10/6/2023 12:00:00 AM,Building Final,1283268.83856206,260838.147084132
207,1043 S CLOVERDALE ST,6593,6784587,,Permit Finaled,Construction Permit,1,0,1,0,200000,ADU,"Accessory Dwelling, Attached","Construct attached accessory dwelling unit (AADU) to existing single family residence, per plan.",8/12/2020 12:00:00 AM,12/31/2020 12:00:00 AM,2020,9/13/2021 12:00:00 AM,2021,128,South Park,Residential Urban Village,South Park,Residential Urban Villages,3.1,South Park,Greater Duwamish,1,11200.3007,11200.3,530330112003007,ACC,1273534.83,195511.47,194233,DV1140725,6784587-CN,#001a73,-122.31840014,47.52628623,6/30/2022 12:00:00 AM,LR2 (M),LR2 (M),LR2 (M),LR2,L,,530330112003005,11200.3005,11200.3,4,2020_4,3,2021_3,Y,9/13/2021 12:00:00 AM,Building Final,1273534.83014297,195511.469994962
214,10447 35TH AVE SW,7627,6755521,,Permit Finaled,Construction Permit,1,0,1,0,15000,ADU,"Accessory Dwelling, Attached","Construct alterations to create an attached accessory dwelling unit (AADU) in the basement of existing single family residence, per plan.",12/2/2019 12:00:00 AM,1/8/2020 12:00:00 AM,2020,5/6/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.1,Arbor Heights,Southwest,1,12000.2018,12000.2,530330120002018,ACC,1259009.3651,189382.7319,207259,DV0042274,6755521-CN,#001a73,-122.37668294,47.50870411,7/8/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330120002017,12000.2017,12000.2,1,2020_1,2,2020_2,N,5/6/2020 12:00:00 AM,Building Final,1259009.36509947,189382.731924385
219,109 NE 57TH ST,6117,6089983,,Permit Finaled,Construction Permit,1,0,1,0,65000,ADU,"Accessory Dwelling, Attached",Alter basement of single family residence and establish accessory dwelling unit per plan,3/16/2006 12:00:00 AM,3/16/2006 12:00:00 AM,2006,9/20/2006 12:00:00 AM,2006,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.2,Wallingford,Lake Union,6,4500.2009,4500.2,530330045002009,ACC,1272234.28,247931.35,77960,DV0068115,6089983-CN,#001a73,-122.3277831,47.66989885,9/16/2007 12:00:00 AM,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330045002010,4500.2010,4500.2,1,2006_1,3,2006_3,N,9/20/2006 12:00:00 AM,Building Final,1272234.27992256,247931.35006313
220,109 NW 45TH ST,2755,6809888,3037337,Permit Finaled,Construction Permit,1,0,1,0,416500,ADU,"Accessory Dwelling, Attached","Remove existing home to first floor framing, establish attached accessory dwelling unit (AADU) in basement and construct substantial alterations to existing single family dwelling, per plan.",2/1/2022 12:00:00 AM,6/22/2022 12:00:00 AM,2022,12/1/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,6,4800.2011,4800.2,530330048002011,ACC,1264795.717,244968.701,88860,DV1199301,6809888-CN,#001a73,-122.35772989,47.6613784,12/22/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330048002008,4800.2008,4800.2,2,2022_2,4,2023_4,N,12/1/2023 12:00:00 AM,Building Final,1264795.71704382,244968.701132804
225,11005 DAYTON AVE N,8072,6862806,,Permit Finaled,Construction Permit,1,0,1,0,117184,ADU,"Accessory Dwelling, Attached","Construct alterations to convert SFR to 2-family dwelling, existing garage to be removed, per plan. (Add attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU) to existing single-fam ily residence, & construct alterations to con",12/30/2021 12:00:00 AM,6/2/2022 12:00:00 AM,2022,5/25/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.1009,1400.1,530330014001009,ACC,1266281.514,262275.031,35379,DV1195393,6862806-CN,#001a73,-122.35308847,47.70889469,12/2/2023 12:00:00 AM,NR2,NR2,NR2,NR2,NR,,530330014001008,1400.1008,1400.1,2,2022_2,2,2023_2,N,5/25/2023 12:00:00 AM,Building Final,1266281.51394098,262275.031021386
228,1117 LAKE WASHINGTON BLVD S,4192,6676151,,Permit Finaled,Construction Permit,1,0,1,0,452524,ADU,"Accessory Dwelling, Attached","Construct new basement walls next to existing, remove upper floors, construct substantial alterations and addition to existing single family residence and create accessory dwelling unit (ADU) per plan.",10/31/2018 12:00:00 AM,9/13/2019 12:00:00 AM,2019,6/3/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.1,Madrona/Leschi,Central,3,8900.1033,8900.1,530330089001033,ACC,1281137.874,219658.945,148708,DV1105078,6676151-CN,#001a73,-122.28948144,47.59287253,3/13/2021 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330089001027,8900.1027,8900.1,3,2019_3,2,2021_2,N,6/3/2021 12:00:00 AM,Building Final,1281137.87399198,219658.944993883
231,1147 NW 59TH ST,4997,6808625,,Permit Finaled,Construction Permit,1,0,1,0,255976,ADU,"Accessory Dwelling, Attached","Construct south single-family residence with attached accessory dwelling unit (AADU), per plan (Establish use as and construct (3) single-family residence with an attached accessory dwelling unit (AADU). Review and process for 3 record numbers under 68025",11/2/2020 12:00:00 AM,5/4/2021 12:00:00 AM,2021,2/7/2022 12:00:00 AM,2022,303,Ballard,Hub Urban Village,Ballard,Hub Urban Villages,10.4,Ballard,Ballard,6,4700.1003,4700.1,530330047001003,ACC,1261146.4257,248662.3185,74747,DV1106215,6808625-CN,#001a73,-122.3728357,47.67130325,11/4/2022 12:00:00 AM,LR1 (M1),LR1 (M1),LR1 (M1),LR1,L,6802579-CN,530330047031003,4703.1003,4703.1,2,2021_2,1,2022_1,Y,2/7/2022 12:00:00 AM,Building Final,1261146.42578597,248662.31841746
233,1149 NW 59TH ST,4997,6808622,,Permit Finaled,Construction Permit,1,0,1,0,255976,ADU,"Accessory Dwelling, Attached","Construct middle single-family residence with attached accessory dwelling unit (AADU), per plan (Establish use as and construct (3) single-family residence with an attached accessory dwelling unit (AADU). Review and process for 3 record numbers under 6802",11/2/2020 12:00:00 AM,5/4/2021 12:00:00 AM,2021,2/7/2022 12:00:00 AM,2022,303,Ballard,Hub Urban Village,Ballard,Hub Urban Villages,10.4,Ballard,Ballard,6,4700.1003,4700.1,530330047001003,ACC,1261149.5159,248695.3624,755044,DV1106215,6808622-CN,#001a73,-122.37282585,47.67139399,11/4/2022 12:00:00 AM,LR1 (M1),LR1 (M1),LR1 (M1),LR1,L,6802579-CN,530330047031003,4703.1003,4703.1,2,2021_2,1,2022_1,Y,2/7/2022 12:00:00 AM,Building Final,1261149.51600289,248695.362314627
235,115 NE 77TH ST,3601,6090559,,Permit Finaled,Construction Permit,1,0,1,0,12464,ADU,"Accessory Dwelling, Attached",BASEMENT REMODEL + EXPANSION TO CREATE ACCESSORY DWELLING UNIT TO EXISTING SFR PER PLANS (BASED ON ORIGINAL/EXPIRED PERMIT 2204495).,3/24/2006 12:00:00 AM,4/13/2006 12:00:00 AM,2006,8/30/2006 12:00:00 AM,2006,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.4,Green Lake,Northwest,6,2700.2021,2700.2,530330027002021,ACC,1272407.884,253391.717,61207,DV0056251,6090559-CN,#001a73,-122.32750889,47.68487478,10/13/2007 12:00:00 AM,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330027002034,2700.2034,2700.2,2,2006_2,3,2006_3,N,8/30/2006 12:00:00 AM,Building Final,1272407.88390607,253391.717095137
